Empréstimo,ValorDoBem,Finalidade,Emprego,TempoEmprego,Negativos,Atrasos,TempoCliente,LC-Recente,LC-Atual,RDS
26690.0,227260.64,Reforma,Outros,4.0,0.0,0.0,72.2,3.0,20.0,41.3%
30144.0,136590.0,Diversas,Outros,18.0,0.0,3.0,116.4,0.0,19.0,
73162.0,282471.26,Diversas,Outros,2.5,0.0,0.0,91.9,1.0,30.0,32.0%
65626.0,231775.96000000002,Diversas,Geral,1.0,0.0,0.0,237.6,0.0,12.0,36.6%
280088.0,291781.36,Diversas,Outros,15.0,0.0,0.0,214.0,0.0,15.0,37.6%
50868.0,369593.7,Diversas,Outros,0.75,0.0,0.0,126.8,2.0,21.0,40.8%
122774.0,341390.22000000003,Diversas,Gerente,15.25,0.0,1.0,196.6,0.0,21.0,36.6%
32028.0,232727.38,Diversas,Outros,13.5,0.0,3.0,121.4,2.0,25.0,
80384.0,660335.72,Reforma,Professional,6.25,0.0,0.0,187.3,1.0,27.0,38.4%
61230.0,384185.28,Diversas,Geral,3.75,0.0,0.0,60.5,0.0,9.0,37.1%
40506.0,228328.24000000002,Diversas,Outros,2.0,0.0,0.0,177.0,1.0,17.0,37.6%
17898.0,250716.44,Diversas,Professional,0.0,0.0,0.0,158.5,0.0,29.0,49.4%
76616.0,486260.4,Diversas,Gerente,3.25,0.0,0.0,299.7,0.0,27.0,38.5%
69080.0,298431.88,Diversas,Outros,2.25,0.0,0.0,100.1,2.0,30.0,33.5%
39878.0,262516.56,Diversas,Geral,6.0,2.0,3.0,192.9,3.0,29.0,37.4%
31086.0,227200.98,Diversas,Gerente,7.0,,3.0,113.5,1.0,11.0,40.9%
22294.0,241732.90000000002,Reforma,Outros,0.5,0.0,0.0,109.8,0.0,7.0,38.3%
82268.0,379497.26,Diversas,Outros,4.0,0.0,0.0,109.7,2.0,30.0,37.6%
14758.0,141300.0,Reforma,Professional,9.75,1.0,2.0,93.4,1.0,16.0,
38308.0,260940.28,Reforma,Geral,14.75,0.0,0.0,239.9,1.0,32.0,46.4%
67510.0,504051.64,Diversas,Gerente,16.25,0.0,0.0,196.7,0.0,23.0,30.4%
44588.0,127967.56000000001,Reforma,Outros,8.0,0.0,0.0,79.3,2.0,11.0,30.0%
54008.0,202172.04,Diversas,Gerente,27.25,0.0,0.0,298.0,1.0,17.0,34.8%
51810.0,228020.52000000002,Diversas,Outros,6.75,0.0,0.0,104.1,2.0,15.0,40.5%
47728.0,281482.16000000003,Diversas,Outros,11.75,0.0,0.0,93.6,2.0,11.0,30.1%
66882.0,723591.02,Diversas,Professional,1.5,0.0,0.0,290.7,1.0,26.0,38.3%
16014.0,274313.54000000004,Reforma,Outros,0.0,2.0,0.0,291.1,0.0,6.0,38.8%
37366.0,331125.56,Reforma,Professional,6.75,0.0,0.0,93.2,1.0,35.0,36.5%
22922.0,237964.90000000002,Diversas,Outros,6.0,0.0,1.0,47.0,0.0,13.0,
80384.0,663262.2000000001,Reforma,Professional,7.25,0.0,0.0,201.7,0.0,26.0,41.0%
59660.0,226080.0,Diversas,Professional,5.75,1.0,1.0,216.6,8.0,23.0,
130624.0,1474839.1600000001,Reforma,Professional,3.75,0.0,0.0,306.2,3.0,15.0,42.4%
125600.0,706500.0,Diversas,Autônomo,2.0,0.0,4.0,159.5,3.0,28.0,
39564.0,346194.42000000004,Diversas,Professional,8.75,0.0,0.0,195.3,1.0,39.0,38.8%
34854.0,272247.42,Reforma,Outros,16.25,0.0,0.0,184.6,0.0,31.0,27.9%
31400.0,216032.0,Diversas,Outros,13.0,0.0,0.0,121.2,8.0,15.0,
31400.0,118378.0,Diversas,Outros,,3.0,0.0,81.5,2.0,9.0,
65940.0,330328.0,Diversas,Outros,,1.0,0.0,240.7,1.0,13.0,41.3%
59346.0,245061.30000000002,Diversas,Geral,2.0,1.0,5.0,75.5,1.0,15.0,40.2%
51810.0,231480.80000000002,Diversas,Professional,17.5,0.0,0.0,188.4,0.0,23.0,39.4%
39250.0,281689.4,Diversas,Gerente,19.5,0.0,0.0,225.2,11.0,23.0,38.0%
39878.0,278486.60000000003,Diversas,Outros,0.75,0.0,0.0,131.1,3.0,11.0,36.8%
70022.0,428883.18,Reforma,Outros,1.75,0.0,0.0,314.3,3.0,20.0,29.9%
97968.0,913498.2200000001,Diversas,Professional,14.25,0.0,1.0,262.7,2.0,26.0,26.1%
49298.0,278031.3,Diversas,Gerente,21.5,0.0,0.0,245.2,8.0,25.0,35.3%
38622.0,200960.0,Diversas,Professional,23.5,0.0,2.0,234.1,3.0,17.0,
16014.0,366987.5,Reforma,Outros,10.5,,,420.5,2.0,49.0,
44274.0,285918.98000000004,Diversas,Professional,8.0,0.0,0.0,196.1,0.0,20.0,20.0%
71906.0,568022.86,Diversas,Professional,21.75,0.0,0.0,242.9,0.0,24.0,40.6%
45844.0,158548.02000000002,Reforma,Geral,24.25,0.0,0.0,262.5,0.0,19.0,28.6%
73790.0,162045.98,Diversas,Outros,26.25,0.0,1.0,208.4,0.0,22.0,27.6%
37680.0,387523.10000000003,Diversas,Geral,9.75,0.0,0.0,141.0,1.0,21.0,37.6%
21666.0,182396.32,Diversas,Comissionado,2.5,0.0,0.0,102.6,0.0,22.0,33.8%
37680.0,357489.0,Diversas,Geral,11.0,0.0,0.0,218.8,0.0,12.0,
20410.0,227828.98,Diversas,Outros,0.25,0.0,1.0,95.4,2.0,18.0,35.9%
89176.0,729563.3,Diversas,Professional,1.5,0.0,0.0,302.7,1.0,32.0,43.3%
58090.0,208392.38,Diversas,Comissionado,1.75,0.0,0.0,328.5,0.0,5.0,40.2%
62800.0,518100.0,Diversas,Professional,2.0,0.0,0.0,317.5,0.0,28.0,
137532.0,203754.6,Reforma,Geral,,0.0,0.0,311.0,0.0,19.0,16.2%
29516.0,392958.44,Diversas,Autônomo,7.75,0.0,1.0,173.6,0.0,18.0,35.8%
64056.0,314301.44,Reforma,Outros,4.5,0.0,0.0,142.8,0.0,14.0,30.9%
74418.0,174423.86000000002,Diversas,Outros,26.5,0.0,1.0,206.2,0.0,23.0,27.6%
12560.0,100354.40000000001,Reforma,Geral,11.75,0.0,0.0,119.2,0.0,8.0,40.3%
35796.0,245080.14,Diversas,Geral,6.5,0.0,0.0,99.0,2.0,14.0,29.2%
37052.0,160912.44,Reforma,Outros,11.75,0.0,0.0,306.7,2.0,13.0,31.5%
23236.0,375785.78,Reforma,Professional,5.25,0.0,0.0,196.8,1.0,28.0,27.6%
78814.0,236793.68000000002,Diversas,Outros,22.75,,1.0,286.6,0.0,30.0,37.5%
87920.0,400510.14,Diversas,Professional,0.5,1.0,0.0,198.7,3.0,35.0,33.9%
55578.0,428041.66000000003,Diversas,Geral,2.5,,,111.9,3.0,16.0,33.2%
25434.0,125022.24,Diversas,Outros,5.25,0.0,0.0,133.2,0.0,16.0,35.4%
35796.0,284882.78,Diversas,Gerente,5.75,0.0,0.0,145.4,2.0,27.0,41.2%
49926.0,371647.26,Diversas,Outros,13.75,0.0,0.0,127.2,1.0,8.0,35.8%
27318.0,183730.82,Diversas,Geral,2.75,0.0,0.0,184.7,0.0,20.0,35.9%
51182.0,197820.0,Diversas,Outros,12.25,1.0,5.0,127.5,1.0,14.0,
19782.0,308705.96,Diversas,Autônomo,2.7,0.0,0.0,122.8,0.0,8.0,
33912.0,246053.54,Diversas,Geral,5.5,0.0,0.0,96.4,2.0,15.0,30.1%
86350.0,662583.9600000001,Diversas,Professional,10.0,0.0,0.0,237.3,2.0,27.0,18.7%
42704.0,573316.9,Diversas,Professional,7.5,,1.0,201.7,3.0,24.0,43.3%
51182.0,261348.48,Reforma,Outros,,0.0,0.0,287.1,0.0,20.0,27.9%
62172.0,300717.8,Diversas,Gerente,0.25,0.0,0.0,72.0,0.0,17.0,23.6%
90432.0,178276.64,Diversas,Outros,35.25,0.0,0.0,296.5,0.0,20.0,38.5%
80384.0,274304.12,Diversas,Outros,19.5,2.0,0.0,106.3,0.0,27.0,44.7%
69394.0,444222.08,Diversas,Outros,11.5,0.0,0.0,91.9,2.0,14.0,42.7%
56834.0,572792.52,Diversas,Geral,8.5,0.0,0.0,231.2,3.0,23.0,38.3%
51182.0,317903.02,Diversas,Geral,30.75,,0.0,339.3,2.0,48.0,37.4%
168618.0,264403.7,Reforma,Outros,,0.0,0.0,341.5,0.0,7.0,20.6%
10362.0,515955.38,Diversas,Outros,9.0,0.0,6.0,194.2,0.0,32.0,35.7%
33912.0,337154.36,Diversas,Professional,9.5,0.0,0.0,99.5,0.0,35.0,37.0%
38936.0,205673.14,Diversas,Outros,9.0,0.0,1.0,72.5,1.0,24.0,36.2%
58090.0,213520.0,Diversas,Geral,3.5,0.0,0.0,232.2,0.0,12.0,
167676.0,959313.9600000001,Reforma,Autônomo,6.75,0.0,0.0,12.3,0.0,2.0,33.6%
24806.0,386069.28,Reforma,Geral,29.0,0.0,0.0,334.8,1.0,39.0,36.3%
12246.0,122460.0,Diversas,Gerente,4.75,0.0,1.0,88.2,2.0,14.0,
15700.0,79285.0,Reforma,Outros,6.5,0.0,0.0,91.3,1.0,3.0,
37680.0,291706.0,Reforma,Professional,2.0,0.0,0.0,118.7,0.0,15.0,
38308.0,721977.06,Reforma,Professional,11.5,0.0,0.0,224.7,0.0,19.0,29.4%
47100.0,153232.0,Diversas,Geral,2.5,0.0,0.0,87.5,2.0,9.0,
24492.0,298504.10000000003,Reforma,Professional,7.75,0.0,0.0,223.6,2.0,23.0,32.8%
49298.0,243990.56,Diversas,Geral,2.5,0.0,5.0,75.9,0.0,16.0,44.2%
78500.0,384650.0,Diversas,Geral,0.0,0.0,0.0,305.5,1.0,24.0,
35482.0,250750.98,Diversas,Geral,5.0,0.0,0.0,91.0,2.0,14.0,25.9%
49612.0,303455.88,Diversas,Geral,26.25,0.0,0.0,337.8,0.0,16.0,12.7%
28574.0,108210.68000000001,Diversas,Outros,1.25,0.0,0.0,30.1,9.0,7.0,29.5%
58090.0,268633.28,Diversas,Professional,7.5,0.0,0.0,154.1,1.0,19.0,29.4%
76616.0,501263.32,Diversas,Gerente,17.25,0.0,0.0,200.9,0.0,27.0,31.1%
24492.0,193873.02000000002,Diversas,Outros,12.0,0.0,0.0,106.6,0.0,22.0,38.7%
47100.0,329700.0,Reforma,Geral,2.75,,3.0,144.3,1.0,23.0,
69394.0,535819.02,Diversas,Professional,4.0,0.0,0.0,181.1,0.0,39.0,21.2%
70964.0,311337.28,Diversas,Professional,0.5,0.0,0.0,197.5,0.0,28.0,31.4%
122146.0,846073.0,Diversas,Professional,3.0,0.0,0.0,239.5,0.0,34.0,29.3%
65312.0,304862.60000000003,Diversas,Geral,1.5,0.0,0.0,65.6,0.0,22.0,35.6%
34540.0,518401.44,Reforma,Professional,5.25,0.0,0.0,442.9,0.0,43.0,27.9%
128426.0,351293.78,Diversas,Gerente,15.75,0.0,0.0,204.1,0.0,20.0,39.5%
62800.0,969004.0,Reforma,Professional,2.75,1.0,0.0,277.8,0.0,32.0,
168618.0,247918.7,Reforma,Outros,3.5,2.0,0.0,246.3,7.0,14.0,41.0%
277262.0,297791.32,Diversas,Outros,16.5,0.0,0.0,195.3,0.0,15.0,36.3%
113040.0,842889.04,Diversas,Professional,3.75,0.0,0.0,245.9,0.0,32.0,29.9%
29516.0,264318.92,Reforma,Outros,19.75,0.0,0.0,205.2,0.0,16.0,33.5%
40820.0,335348.86,Diversas,Outros,3.5,0.0,0.0,68.6,2.0,14.0,36.3%
15700.0,260051.66,Reforma,Outros,2.25,0.0,0.0,128.0,0.0,14.0,41.2%
36738.0,266900.0,Diversas,Gerente,4.55,3.0,0.0,81.3,0.0,21.0,
46472.0,331882.3,Diversas,Geral,31.0,,0.0,322.7,2.0,50.0,33.2%
34540.0,450018.52,Diversas,Professional,15.25,,1.0,183.7,1.0,33.0,30.0%
41762.0,364588.54000000004,Reforma,Gerente,8.25,0.0,0.0,234.0,0.0,25.0,30.0%
61858.0,305817.16000000003,Diversas,Gerente,0.0,0.0,0.0,97.1,0.0,17.0,27.6%
38936.0,127920.46,Diversas,Outros,9.25,,0.0,149.5,5.0,31.0,38.9%
84466.0,231722.58000000002,Diversas,Outros,23.75,,0.0,294.3,1.0,27.0,39.4%
25120.0,131723.0,Diversas,Geral,2.0,0.0,0.0,104.7,1.0,20.0,
40506.0,224667.0,Reforma,Outros,28.25,0.0,2.0,180.4,0.0,21.0,35.8%
75046.0,289837.7,Diversas,Outros,7.75,0.0,0.0,243.7,1.0,19.0,35.5%
15700.0,109900.0,Reforma,Professional,12.0,0.0,0.0,185.0,0.0,13.0,
26690.0,235638.16,Reforma,Gerente,2.25,0.0,2.0,125.2,0.0,21.0,26.1%
36738.0,270752.78,Diversas,Gerente,7.25,0.0,0.0,118.8,0.0,24.0,27.0%
49298.0,641445.48,Diversas,Outros,2.75,0.0,0.0,204.7,0.0,17.0,28.3%
54008.0,207497.48,Diversas,Gerente,29.0,0.0,0.0,285.2,1.0,16.0,40.4%
30458.0,235456.04,Reforma,Geral,14.0,0.0,0.0,247.5,1.0,34.0,
38308.0,344772.0,Reforma,Professional,5.5,0.0,0.0,154.9,3.0,35.0,
86978.0,573100.24,Diversas,Professional,0.25,0.0,0.0,237.9,2.0,19.0,44.0%
38622.0,187756.30000000002,Reforma,Outros,22.75,0.0,0.0,120.2,0.0,24.0,41.7%
41762.0,138772.30000000002,Reforma,Outros,8.0,0.0,0.0,94.3,0.0,4.0,36.2%
32342.0,190579.16,Diversas,Outros,2.0,0.0,0.0,87.8,0.0,20.0,39.5%
9420.0,103620.0,Reforma,Outros,1.75,0.0,1.0,24.9,1.0,2.0,
29516.0,295477.14,Diversas,Outros,2.25,0.0,0.0,106.8,2.0,33.0,37.5%
74418.0,247676.92,Diversas,Comissionado,4.0,0.0,0.0,409.4,0.0,23.0,25.2%
19468.0,487397.08,Reforma,Professional,9.25,0.0,0.0,214.2,0.0,19.0,22.6%
43018.0,204197.34,Diversas,Outros,2.25,0.0,0.0,182.1,0.0,13.0,37.7%
48670.0,431398.32,Diversas,Outros,2.0,0.0,0.0,277.7,4.0,43.0,38.7%
25120.0,150720.0,Diversas,Outros,3.5,0.0,0.0,105.2,0.0,13.0,
42390.0,327379.54000000004,Reforma,Professional,4.25,0.0,1.0,100.4,0.0,34.0,37.3%
26690.0,258189.64,Reforma,Outros,22.5,0.0,0.0,323.0,1.0,46.0,30.2%
24492.0,95204.8,Diversas,Outros,2.0,0.0,0.0,297.9,0.0,13.0,24.2%
207240.0,452103.48000000004,Reforma,Geral,12.25,0.0,1.0,124.0,0.0,10.0,40.6%
78500.0,222940.0,Diversas,Outros,,2.0,2.0,95.5,2.0,26.0,
63428.0,216848.4,Diversas,Geral,2.5,0.0,0.0,218.3,0.0,12.0,34.3%
167362.0,266494.94,Reforma,Autônomo,8.75,0.0,0.0,170.9,1.0,21.0,24.0%
43332.0,127798.0,Diversas,Outros,1.0,0.0,0.0,93.0,1.0,17.0,
39250.0,371678.66000000003,Diversas,Professional,0.0,0.0,1.0,135.7,0.0,34.0,36.8%
42390.0,217715.04,Reforma,Outros,29.5,1.0,2.0,184.6,1.0,23.0,36.5%
53066.0,277148.96,Diversas,Geral,0.0,0.0,0.0,168.9,0.0,27.0,27.0%
31400.0,219800.0,Reforma,Outros,,0.0,3.0,193.6,1.0,12.0,
32342.0,383469.36000000004,Reforma,Outros,1.5,0.0,0.0,60.4,0.0,7.0,58.0%
53694.0,349453.74,Reforma,Geral,1.75,,2.0,153.3,1.0,22.0,39.5%
108644.0,705608.24,Diversas,Gerente,2.75,0.0,0.0,183.9,2.0,21.0,33.7%
43646.0,318399.14,Diversas,Outros,0.25,0.0,0.0,147.5,0.0,23.0,42.1%
64370.0,429762.38,Diversas,Outros,10.25,0.0,0.0,98.5,3.0,15.0,39.2%
22608.0,266290.84,Reforma,Outros,15.25,0.0,0.0,243.7,0.0,35.0,35.1%
56206.0,287875.2,Diversas,Gerente,0.0,0.0,0.0,91.0,0.0,18.0,28.7%
75360.0,471000.0,Diversas,Gerente,4.25,0.0,0.0,290.3,0.0,27.0,
70336.0,187768.86000000002,Diversas,Outros,,0.0,0.0,222.1,0.0,12.0,42.1%
44902.0,131361.9,Diversas,Outros,9.5,,0.0,157.8,5.0,28.0,42.5%
22608.0,157000.0,Diversas,Outros,9.75,0.0,2.0,236.4,8.0,16.0,
32970.0,213394.4,Diversas,Professional,2.25,0.0,0.0,159.6,2.0,37.0,
43332.0,300394.38,Diversas,Gerente,19.0,0.0,0.0,233.0,12.0,22.0,33.4%
28260.0,159276.5,Diversas,Outros,16.75,0.0,0.0,94.7,0.0,18.0,
47728.0,209805.38,Diversas,Comissionado,0.25,0.0,0.0,310.7,0.0,5.0,36.8%
48670.0,258258.72,Diversas,Outros,10.5,0.0,0.0,176.1,0.0,16.0,32.1%
125600.0,655182.98,Reforma,Professional,3.5,0.0,0.0,155.3,0.0,29.0,37.1%
47728.0,373474.74,Reforma,Gerente,2.5,0.0,2.0,172.0,0.0,25.0,40.2%
38308.0,729032.64,Reforma,Professional,10.5,0.0,1.0,240.0,0.0,22.0,29.7%
40506.0,307497.06,Reforma,Professional,0.0,0.0,0.0,67.1,1.0,20.0,34.7%
35168.0,357435.62,Diversas,Outros,13.25,0.0,0.0,206.7,3.0,16.0,37.1%
26690.0,179846.64,Diversas,Geral,0.25,0.0,0.0,173.9,0.0,23.0,37.2%
32028.0,187815.96000000002,Reforma,Outros,7.0,2.0,0.0,366.9,1.0,23.0,16.1%
90118.0,489444.36000000004,Diversas,Professional,10.0,0.0,0.0,175.2,0.0,17.0,31.7%
153232.0,330742.48000000004,Reforma,Autônomo,9.75,0.0,0.0,195.9,3.0,36.0,39.7%
43646.0,561397.4600000001,Diversas,Professional,7.5,,1.0,194.4,4.0,27.0,39.2%
56520.0,378684.0,Diversas,Geral,25.5,0.0,0.0,274.8,3.0,17.0,
62800.0,300168.3,Reforma,Geral,14.75,0.0,0.0,137.4,0.0,14.0,
40192.0,355049.22000000003,Diversas,Outros,17.75,0.0,1.0,199.9,1.0,15.0,40.5%
80070.0,249570.34,Diversas,Outros,10.5,0.0,0.0,128.3,1.0,19.0,42.3%
45844.0,298406.76,Reforma,Geral,,0.0,0.0,166.1,1.0,26.0,42.5%
34540.0,193097.44,Diversas,Outros,13.75,0.0,0.0,110.0,0.0,23.0,38.7%
46472.0,159923.34,Diversas,Professional,4.0,0.0,0.0,271.3,1.0,36.0,40.5%
109900.0,832100.0,Diversas,Professional,4.75,0.0,0.0,248.5,0.0,34.0,
36738.0,261668.76,Reforma,Outros,4.0,0.0,2.0,179.7,0.0,13.0,33.0%
54008.0,181589.34,Diversas,Comissionado,0.0,0.0,0.0,333.0,0.0,6.0,36.9%
158884.0,802065.9,Diversas,Professional,5.0,0.0,0.0,239.5,1.0,34.0,35.5%
51810.0,239095.30000000002,Diversas,Gerente,4.5,0.0,0.0,125.4,1.0,8.0,29.2%
77558.0,417984.24,Diversas,Gerente,10.75,1.0,0.0,186.9,5.0,17.0,40.2%
47100.0,320280.0,Diversas,Comissionado,4.5,0.0,0.0,14.3,2.0,37.0,
50240.0,269355.48000000004,Diversas,Outros,1.0,2.0,1.0,101.5,1.0,24.0,34.2%
74732.0,131566.0,Diversas,Outros,28.5,0.0,2.0,122.4,1.0,16.0,
74732.0,276228.94,Reforma,Outros,1.75,0.0,0.0,59.2,0.0,13.0,65.8%
58090.0,301279.86,Reforma,Professional,9.25,0.0,0.0,80.8,0.0,16.0,29.8%
54636.0,317990.94,Diversas,Outros,0.75,0.0,0.0,151.8,1.0,18.0,36.4%
47728.0,229433.52000000002,Diversas,Professional,20.0,0.0,0.0,199.0,0.0,16.0,22.4%
64056.0,309563.18,Reforma,Geral,13.25,0.0,0.0,154.6,0.0,13.0,34.2%
201588.0,457576.5,Reforma,Geral,10.0,0.0,1.0,138.9,0.0,11.0,38.5%
31400.0,394070.0,Diversas,Geral,8.25,0.0,0.0,81.3,3.0,19.0,
49612.0,185244.30000000002,Reforma,Outros,1.75,2.0,3.0,196.8,1.0,47.0,50.2%
94200.0,304580.0,Diversas,Geral,3.75,0.0,0.0,174.8,2.0,24.0,
66568.0,548451.24,Diversas,Geral,7.5,0.0,0.0,214.6,3.0,23.0,41.4%
68138.0,246172.86000000002,Diversas,Gerente,10.5,1.0,0.0,73.3,3.0,29.0,38.6%
48042.0,298215.22000000003,Diversas,Outros,5.25,2.0,0.0,78.2,0.0,20.0,23.9%
43646.0,266733.58,Diversas,Geral,13.0,0.0,0.0,242.4,3.0,35.0,43.2%
37366.0,188236.72,Diversas,Geral,24.0,0.0,0.0,230.3,1.0,28.0,26.7%
16328.0,124114.78,Reforma,Outros,0.5,0.0,0.0,160.0,1.0,13.0,74.7%
54636.0,487158.44,Diversas,Gerente,0.0,0.0,0.0,206.6,0.0,19.0,41.5%
80384.0,828828.12,Reforma,Autônomo,5.0,1.0,0.0,247.0,2.0,51.0,37.0%
52438.0,353133.82,Reforma,Geral,1.5,,3.0,137.1,1.0,22.0,39.0%
49298.0,206254.04,Diversas,Professional,3.5,0.0,0.0,151.5,1.0,12.0,29.5%
31714.0,345616.66000000003,Diversas,Outros,13.5,0.0,0.0,209.8,3.0,16.0,38.6%
25120.0,254402.80000000002,Reforma,Outros,2.0,0.0,3.0,130.9,0.0,15.0,45.0%
83838.0,359991.58,Diversas,Professional,10.75,0.0,1.0,128.6,0.0,19.0,29.1%
32656.0,169685.6,Reforma,Gerente,21.25,1.0,0.0,234.5,1.0,18.0,37.4%
37366.0,713706.3,Reforma,Professional,10.0,0.0,0.0,242.4,0.0,22.0,35.8%
75046.0,195546.64,Diversas,Outros,26.25,0.0,0.0,130.0,0.0,8.0,20.4%
47100.0,357960.0,Diversas,Professional,18.0,0.0,0.0,208.9,0.0,26.0,
50554.0,93336.5,Diversas,Outros,11.75,,,88.6,2.0,8.0,34.5%
37680.0,251200.0,Diversas,Outros,1.05,0.0,0.0,126.2,4.0,11.0,
74104.0,251752.64,Diversas,Professional,10.0,0.0,0.0,292.7,0.0,19.0,40.9%
50554.0,391275.4,Diversas,Professional,0.5,0.0,0.0,131.0,0.0,29.0,33.2%
31400.0,417510.10000000003,Diversas,Comissionado,30.75,0.0,0.0,328.5,1.0,24.0,
81326.0,752174.4400000001,Reforma,Outros,6.0,0.0,0.0,137.1,0.0,41.0,39.4%
49612.0,260620.0,Diversas,Professional,2.0,1.0,1.0,286.9,4.0,26.0,
125914.0,620847.0800000001,Diversas,Gerente,,0.0,0.0,181.7,0.0,26.0,35.2%
63428.0,204762.54,Diversas,Geral,10.5,0.0,2.0,121.5,1.0,21.0,43.5%
105818.0,143309.6,Diversas,Outros,0.75,0.0,0.0,61.0,0.0,6.0,16.5%
92944.0,915278.6000000001,Diversas,Professional,15.25,0.0,1.0,261.2,2.0,23.0,25.1%
28888.0,82079.6,Diversas,Outros,0.75,1.0,0.0,3.4,9.0,7.0,29.1%
81326.0,583704.02,Reforma,Autônomo,0.75,0.0,0.0,186.7,0.0,16.0,38.6%
57148.0,247061.48,Diversas,Outros,,0.0,0.0,125.0,0.0,39.0,31.7%
99538.0,324192.44,Diversas,Geral,3.0,0.0,0.0,178.3,1.0,23.0,35.3%
114610.0,413010.48000000004,Diversas,Gerente,32.25,0.0,0.0,353.8,0.0,20.0,41.2%
59974.0,240935.34,Diversas,Outros,15.75,1.0,0.0,206.1,1.0,21.0,35.2%
23864.0,89782.02,Reforma,Geral,20.25,0.0,0.0,182.7,0.0,16.0,34.6%
118692.0,523381.48000000004,Diversas,Outros,,0.0,0.0,254.2,3.0,14.0,32.9%
53380.0,266900.0,Diversas,Professional,9.25,0.0,0.0,152.0,1.0,20.0,
31086.0,221712.26,Diversas,Gerente,6.0,,4.0,108.6,2.0,11.0,41.7%
72220.0,244920.0,Diversas,Outros,18.55,2.0,1.0,103.1,0.0,27.0,
33598.0,213912.5,Diversas,Outros,2.0,0.0,0.0,224.7,0.0,10.0,
48984.0,346753.34,Reforma,Professional,2.5,0.0,0.0,113.0,1.0,23.0,38.2%
48670.0,384091.08,Diversas,Geral,12.0,0.0,0.0,228.4,0.0,12.0,38.9%
53380.0,352857.5,Diversas,Geral,41.0,0.0,0.0,97.5,3.0,26.0,
39250.0,236734.02000000002,Diversas,Outros,1.5,0.0,1.0,115.3,1.0,16.0,
60288.0,310034.18,Diversas,Geral,1.25,0.0,0.0,169.3,4.0,19.0,32.0%
134078.0,213363.0,Reforma,Geral,,0.0,0.0,307.4,0.0,19.0,12.8%
121518.0,224349.86000000002,Diversas,Professional,6.0,0.0,0.0,174.7,2.0,17.0,25.3%
84780.0,258814.5,Diversas,Outros,21.5,0.0,0.0,214.3,0.0,25.0,37.0%
50868.0,327652.72000000003,Diversas,Outros,0.25,0.0,0.0,142.4,1.0,18.0,32.3%
89176.0,210197.88,Diversas,Geral,18.75,0.0,0.0,182.6,2.0,20.0,33.8%
30144.0,188827.04,Diversas,Outros,2.0,0.0,1.0,84.4,0.0,19.0,39.5%
70336.0,332466.34,Reforma,Outros,6.25,0.0,0.0,126.4,0.0,14.0,32.8%
65312.0,249887.48,Diversas,Gerente,9.0,1.0,0.0,69.2,3.0,28.0,36.1%
31086.0,247143.12,Diversas,Geral,4.25,0.0,0.0,87.3,2.0,15.0,22.6%
50554.0,267204.58,Diversas,Geral,5.5,0.0,0.0,105.0,1.0,20.0,25.2%
83210.0,563940.86,Diversas,Comissionado,15.75,0.0,0.0,315.2,0.0,29.0,34.4%
113040.0,401398.76,Diversas,Gerente,30.25,0.0,0.0,351.8,0.0,20.0,37.7%
49298.0,251200.0,Diversas,Gerente,0.45,1.0,0.0,86.7,1.0,21.0,
56206.0,100332.42,Reforma,Outros,10.75,0.0,1.0,76.8,1.0,2.0,28.0%
75046.0,182076.04,Diversas,Outros,,0.0,0.0,227.8,0.0,12.0,40.7%
33284.0,430462.60000000003,Diversas,Professional,17.25,,1.0,175.0,0.0,34.0,32.0%
75988.0,149533.08000000002,Diversas,Outros,23.5,0.0,0.0,129.6,1.0,10.0,25.0%
26062.0,361775.10000000003,Reforma,Geral,23.5,0.0,0.0,132.1,0.0,12.0,36.5%
52124.0,215287.82,Reforma,Geral,2.0,1.0,0.0,121.3,0.0,18.0,35.1%
113982.0,134498.76,Diversas,Gerente,6.5,0.0,0.0,51.6,0.0,6.0,31.4%
56520.0,251071.26,Diversas,Outros,1.0,,1.0,291.3,0.0,9.0,36.2%
43646.0,454257.52,Reforma,Professional,15.0,0.0,0.0,143.3,5.0,22.0,32.1%
88548.0,388336.36000000004,Diversas,Outros,1.25,0.0,1.0,192.0,2.0,26.0,39.7%
101108.0,537015.36,Diversas,Professional,16.0,0.0,0.0,121.5,1.0,16.0,31.0%
25434.0,234573.7,Diversas,Outros,0.25,0.0,0.0,68.3,10.0,22.0,27.0%
58404.0,363483.26,Diversas,Professional,9.0,0.0,0.0,148.5,3.0,18.0,38.8%
28260.0,284170.0,Diversas,Outros,3.75,0.0,0.0,103.1,2.0,30.0,
32970.0,204602.4,Diversas,Outros,1.25,0.0,0.0,110.5,10.0,20.0,47.1%
64370.0,315585.7,Diversas,Gerente,7.25,0.0,0.0,89.0,6.0,21.0,37.5%
28574.0,184701.08000000002,Diversas,Outros,11.0,0.0,0.0,92.2,0.0,22.0,34.3%
84780.0,259172.46000000002,Diversas,Outros,20.0,0.0,0.0,205.3,0.0,28.0,35.1%
24492.0,199600.38,Diversas,Outros,23.5,0.0,0.0,263.5,2.0,31.0,41.0%
16956.0,376316.44,Reforma,Professional,5.75,0.0,0.0,187.7,1.0,28.0,27.4%
65940.0,251350.72,Diversas,Gerente,9.75,2.0,0.0,72.9,2.0,26.0,32.9%
66882.0,888532.0800000001,Reforma,Gerente,3.75,0.0,0.0,198.2,0.0,15.0,30.5%
