Cliente,Empréstimo,ValorDoBem,Finalidade,Emprego,TempoEmprego,Negativos,Atrasos,TempoCliente,LC-Recente,LC-Atual,RDS
bom pagador,92630.0,255451.56,Diversas,Geral,0.25,0.0,0.0,160.0,3.0,18.0,42.2%
bom pagador,65312.0,461623.96,Reforma,Professional,10.5,0.0,0.0,163.3,1.0,22.0,29.9%
bom pagador,25748.0,251655.30000000002,Reforma,Outros,2.5,0.0,0.0,106.3,0.0,7.0,34.9%
bom pagador,38308.0,432673.16000000003,Diversas,Professional,3.25,0.0,0.0,252.2,1.0,47.0,34.5%
bom pagador,61544.0,251372.7,Diversas,Outros,6.5,,,101.1,0.0,8.0,38.5%
bom pagador,62800.0,177011.22,Diversas,Outros,1.75,0.0,0.0,116.0,1.0,17.0,
bom pagador,58718.0,261094.14,Reforma,Professional,12.0,0.0,2.0,160.9,0.0,14.0,30.3%
bom pagador,55264.0,422254.64,Diversas,Outros,0.0,0.0,0.0,295.6,0.0,47.0,39.6%
bom pagador,124030.0,367643.76,Diversas,Gerente,15.0,0.0,0.0,199.9,0.0,21.0,39.2%
bom pagador,92316.0,456722.42000000004,Diversas,Outros,15.0,0.0,0.0,225.7,1.0,38.0,41.7%
bom pagador,48356.0,179403.9,Diversas,Professional,4.5,0.0,0.0,311.5,0.0,16.0,17.6%
bom pagador,57148.0,429793.78,Diversas,Gerente,15.0,0.0,0.0,171.0,2.0,24.0,36.1%
mau pagador,54950.0,244920.0,Diversas,Professional,11.5,3.0,2.0,93.9,7.0,28.0,
bom pagador,39878.0,129983.44,Reforma,Outros,0.0,0.0,0.0,305.3,1.0,8.0,28.0%
bom pagador,75988.0,220465.68000000002,Diversas,Outros,25.25,0.0,0.0,305.3,3.0,33.0,36.2%
bom pagador,64998.0,316373.84,Reforma,Outros,3.5,0.0,0.0,216.7,1.0,13.0,31.9%
bom pagador,69708.0,566503.1,Diversas,Professional,5.75,,,197.6,4.0,43.0,41.2%
bom pagador,30144.0,200777.88,Diversas,Outros,16.0,0.0,4.0,230.1,0.0,37.0,26.0%
bom pagador,73476.0,329715.7,Diversas,Outros,,0.0,0.0,189.3,1.0,23.0,38.9%
bom pagador,97026.0,948229.76,Diversas,Outros,28.0,0.0,0.0,153.0,0.0,22.0,39.2%
mau pagador,47100.0,81954.0,Diversas,Outros,1.6,0.0,1.0,108.3,18.0,20.0,
mau pagador,138160.0,392500.0,Diversas,Autônomo,5.75,0.0,2.0,93.6,0.0,22.0,
bom pagador,68138.0,395969.7,Reforma,Gerente,10.75,0.0,0.0,133.7,1.0,25.0,32.0%
bom pagador,43646.0,219416.92,Diversas,Professional,8.25,0.0,0.0,262.8,1.0,16.0,24.7%
bom pagador,46158.0,318144.8,Reforma,Professional,6.5,0.0,0.0,122.8,0.0,24.0,24.3%
bom pagador,23236.0,186274.22,Reforma,Outros,4.25,0.0,0.0,85.3,0.0,18.0,24.4%
bom pagador,101422.0,924328.0800000001,Diversas,Outros,27.25,0.0,0.0,152.5,0.0,23.0,39.1%
bom pagador,74104.0,330990.54000000004,Diversas,Professional,14.5,0.0,3.0,277.9,0.0,35.0,30.3%
mau pagador,43646.0,290723.18,Diversas,Outros,13.75,0.0,2.0,137.0,0.0,35.0,40.2%
bom pagador,105818.0,153561.7,Diversas,Gerente,6.5,0.0,0.0,51.1,0.0,7.0,35.4%
bom pagador,37994.0,295555.64,Diversas,Outros,2.75,0.0,0.0,37.4,2.0,3.0,40.8%
bom pagador,54322.0,201383.9,Reforma,Geral,4.25,0.0,0.0,118.0,0.0,17.0,30.3%
bom pagador,54322.0,248647.18000000002,Diversas,Outros,0.0,,1.0,301.4,1.0,10.0,35.0%
bom pagador,65940.0,267214.0,Diversas,Outros,3.5,0.0,0.0,100.3,2.0,31.0,
mau pagador,58404.0,236372.92,Diversas,Professional,3.5,0.0,0.0,201.3,0.0,23.0,37.0%
bom pagador,131252.0,1475008.72,Reforma,Professional,4.75,0.0,0.0,329.0,4.0,14.0,41.8%
bom pagador,42076.0,362764.2,Reforma,Professional,13.25,0.0,1.0,182.1,1.0,28.0,35.9%
bom pagador,68138.0,237164.2,Diversas,Geral,,0.0,0.0,260.0,0.0,19.0,39.7%
bom pagador,84780.0,268127.74,Diversas,Outros,9.0,0.0,1.0,133.6,2.0,29.0,39.3%
bom pagador,30144.0,174128.7,Diversas,Outros,15.0,0.0,0.0,84.8,0.0,12.0,31.9%
mau pagador,59346.0,266868.60000000003,Diversas,Professional,8.75,3.0,1.0,169.1,2.0,63.0,39.4%
bom pagador,70336.0,120296.54000000001,Diversas,Outros,1.25,0.0,0.0,40.1,2.0,3.0,30.5%
bom pagador,101736.0,563284.6,Diversas,Gerente,13.5,0.0,0.0,151.3,1.0,28.0,45.1%
bom pagador,90746.0,370491.74,Diversas,Gerente,7.0,0.0,0.0,161.5,0.0,26.0,30.2%
mau pagador,4710.0,52438.0,Reforma,Outros,4.75,0.0,0.0,151.1,1.0,10.0,
bom pagador,40506.0,348398.7,Diversas,Geral,9.5,0.0,0.0,148.9,0.0,12.0,36.1%
bom pagador,70336.0,391137.24,Reforma,Gerente,9.75,0.0,0.0,142.1,1.0,25.0,31.9%
bom pagador,56206.0,301000.4,Reforma,Geral,7.0,,,97.5,0.0,11.0,37.1%
bom pagador,41134.0,227841.54,Reforma,Outros,30.0,1.0,2.0,198.2,1.0,23.0,37.6%
mau pagador,86978.0,365709.52,Diversas,Outros,9.5,0.0,0.0,314.5,0.0,37.0,38.0%
bom pagador,164536.0,262133.48,Reforma,Outros,2.25,2.0,0.0,253.2,8.0,14.0,41.5%
bom pagador,70336.0,319322.3,Diversas,Outros,,2.0,1.0,241.7,2.0,14.0,44.8%
mau pagador,40820.0,545575.0,Reforma,Professional,20.75,0.0,0.0,22.0,7.0,5.0,
bom pagador,31400.0,550442.0,Reforma,Geral,6.25,0.0,0.0,194.3,1.0,58.0,
bom pagador,26062.0,791075.9,Diversas,Comissionado,,0.0,0.0,132.6,0.0,20.0,41.4%
mau pagador,59346.0,128105.72,Diversas,Geral,6.25,2.0,0.0,169.7,2.0,16.0,
mau pagador,86978.0,415723.44,Reforma,Professional,18.25,0.0,2.0,305.0,2.0,28.0,6.9%
bom pagador,59032.0,395332.28,Diversas,Geral,24.75,0.0,0.0,279.0,2.0,16.0,32.3%
bom pagador,50868.0,218098.12,Reforma,Geral,2.0,0.0,0.0,143.0,0.0,18.0,31.1%
bom pagador,81640.0,371738.32,Diversas,Professional,9.0,0.0,0.0,132.2,0.0,18.0,26.2%
bom pagador,273180.0,281858.96,Diversas,Outros,14.25,0.0,0.0,211.5,0.0,16.0,34.1%
bom pagador,36110.0,272746.68,Diversas,Professional,8.0,0.0,1.0,166.6,1.0,12.0,40.4%
bom pagador,62800.0,194680.0,Diversas,Geral,6.0,0.0,0.0,173.1,2.0,28.0,
bom pagador,88548.0,306322.7,Diversas,Outros,17.5,0.0,1.0,131.9,0.0,29.0,39.1%
bom pagador,44274.0,425639.56,Diversas,Professional,15.0,0.0,0.0,302.9,0.0,19.0,27.2%
bom pagador,29830.0,266900.0,Diversas,Professional,9.5,0.0,1.0,177.5,1.0,12.0,
bom pagador,67510.0,303568.92,Reforma,Geral,13.0,0.0,0.0,137.3,0.0,13.0,37.9%
bom pagador,64056.0,169679.32,Diversas,Professional,15.25,0.0,0.0,180.3,1.0,20.0,37.6%
bom pagador,44902.0,355988.08,Diversas,Professional,9.25,0.0,0.0,193.6,1.0,35.0,40.8%
bom pagador,54008.0,372774.52,Diversas,Professional,15.25,0.0,0.0,278.8,0.0,20.0,26.7%
bom pagador,35796.0,92234.36,Reforma,Geral,20.75,0.0,0.0,210.3,1.0,15.0,40.0%
bom pagador,73790.0,320901.72000000003,Diversas,Gerente,2.5,,,232.7,5.0,21.0,42.2%
bom pagador,15700.0,274750.0,Diversas,Outros,1.5,0.0,0.0,127.8,2.0,10.0,
bom pagador,59660.0,494421.26,Diversas,Professional,19.25,0.0,0.0,251.1,0.0,27.0,22.9%
bom pagador,16014.0,83885.1,Diversas,Outros,1.25,0.0,0.0,261.5,0.0,14.0,28.7%
bom pagador,62486.0,320546.9,Reforma,Gerente,12.25,0.0,0.0,163.1,0.0,28.0,35.1%
bom pagador,22608.0,363455.0,Reforma,Geral,22.25,0.0,0.0,120.5,0.0,11.0,37.7%
mau pagador,37680.0,226080.0,Diversas,Outros,8.75,,,107.5,2.0,22.0,
mau pagador,55264.0,300199.7,Diversas,Outros,3.75,2.0,1.0,87.8,4.0,30.0,48.8%
bom pagador,56834.0,576598.2000000001,Diversas,Gerente,11.0,0.0,0.0,258.5,0.0,19.0,28.4%
bom pagador,29516.0,560637.5800000001,Diversas,Outros,7.25,0.0,0.0,228.9,0.0,19.0,36.5%
bom pagador,79756.0,332463.2,Diversas,Outros,17.75,0.0,1.0,132.0,0.0,28.0,36.2%
bom pagador,26376.0,243290.34,Diversas,Geral,6.25,0.0,0.0,100.0,2.0,15.0,25.3%
mau pagador,133136.0,933974.16,Diversas,Professional,30.0,0.0,0.0,240.4,1.0,26.0,43.5%
bom pagador,83210.0,200702.52000000002,Diversas,Outros,25.25,0.0,0.0,137.0,0.0,8.0,21.2%
bom pagador,21980.0,276232.08,Reforma,Professional,7.0,0.0,0.0,213.3,1.0,23.0,32.5%
bom pagador,55264.0,206188.1,Diversas,Outros,6.25,0.0,0.0,103.0,2.0,15.0,45.8%
bom pagador,75046.0,838493.04,Reforma,Autônomo,7.5,0.0,0.0,254.1,1.0,51.0,37.1%
bom pagador,20096.0,104995.32,Diversas,Outros,1.5,1.0,0.0,13.3,12.0,6.0,27.8%
mau pagador,35168.0,257235.08000000002,Diversas,Gerente,12.25,0.0,1.0,123.6,2.0,23.0,42.2%
bom pagador,50868.0,342417.0,Reforma,Geral,2.75,,2.0,130.4,0.0,23.0,41.6%
bom pagador,70964.0,542849.48,Diversas,Professional,6.25,1.0,0.0,192.4,0.0,39.0,20.0%
mau pagador,73162.0,416401.68,Diversas,Comissionado,1.75,0.0,,123.2,0.0,19.0,201.3%
bom pagador,64684.0,332883.96,Diversas,Outros,,0.0,0.0,182.5,2.0,25.0,39.7%
bom pagador,75674.0,304850.04000000004,Diversas,Outros,6.75,0.0,0.0,223.8,1.0,19.0,34.7%
bom pagador,47100.0,441129.18,Reforma,Professional,15.25,0.0,0.0,134.9,4.0,21.0,36.3%
bom pagador,81640.0,431517.64,Diversas,Gerente,9.0,2.0,0.0,193.7,4.0,18.0,40.8%
bom pagador,84152.0,575511.76,Diversas,Professional,4.25,0.0,0.0,325.3,0.0,37.0,38.3%
bom pagador,114296.0,843859.3,Diversas,Professional,4.5,0.0,0.0,270.8,0.0,30.0,34.7%
bom pagador,37994.0,235591.06,Reforma,Geral,14.25,0.0,0.0,255.6,0.0,29.0,43.9%
mau pagador,158256.0,767171.0800000001,Diversas,Geral,16.25,0.0,1.0,187.0,3.0,48.0,49.4%
bom pagador,49926.0,379073.36,Diversas,Professional,0.75,0.0,0.0,128.0,0.0,31.0,40.0%
bom pagador,69708.0,364792.64,Diversas,Autônomo,2.25,0.0,0.0,207.7,2.0,24.0,35.9%
mau pagador,18840.0,172398.56,Reforma,Outros,2.5,0.0,0.0,54.2,1.0,9.0,
bom pagador,65312.0,172458.22,Diversas,Outros,,0.0,0.0,217.8,0.0,12.0,39.7%
bom pagador,54008.0,370752.36,Diversas,Outros,0.75,0.0,0.0,105.1,1.0,21.0,39.4%
mau pagador,34540.0,210135.08000000002,Diversas,Outros,11.0,0.0,2.0,94.0,3.0,32.0,
bom pagador,30772.0,639979.1,Diversas,Professional,1.0,0.0,0.0,73.6,2.0,25.0,33.9%
bom pagador,48042.0,491654.92000000004,Diversas,Gerente,,0.0,0.0,215.6,0.0,19.0,34.3%
bom pagador,89176.0,604170.54,Reforma,Autônomo,0.5,0.0,0.0,176.1,1.0,16.0,40.5%
bom pagador,46786.0,312411.16000000003,Reforma,Outros,18.5,0.0,0.0,137.5,4.0,24.0,29.5%
bom pagador,47414.0,514435.62,Diversas,Geral,4.0,0.0,0.0,138.3,0.0,23.0,26.9%
bom pagador,62800.0,369264.0,Diversas,Outros,10.0,0.0,0.0,293.8,2.0,17.0,
bom pagador,48042.0,204100.0,Diversas,Outros,7.5,0.0,0.0,97.3,3.0,15.0,
mau pagador,9420.0,607590.0,Reforma,Outros,8.75,0.0,0.0,132.8,0.0,26.0,
mau pagador,75988.0,511506.0,Diversas,Autônomo,13.25,1.0,1.0,154.1,1.0,36.0,
bom pagador,21352.0,777498.54,Diversas,Comissionado,,0.0,0.0,128.4,0.0,22.0,41.1%
bom pagador,41762.0,361275.84,Diversas,Outros,6.0,0.0,0.0,79.3,2.0,14.0,38.9%
mau pagador,50240.0,223348.2,Diversas,Professional,2.5,0.0,0.0,191.9,0.0,23.0,
bom pagador,47414.0,449739.06,Reforma,Professional,12.75,0.0,0.0,131.7,4.0,23.0,38.8%
mau pagador,9734.0,113354.0,Reforma,Outros,1.5,0.0,0.0,155.6,1.0,14.0,
bom pagador,36424.0,223269.7,Diversas,Professional,5.75,0.0,0.0,152.6,1.0,34.0,43.2%
bom pagador,60288.0,240439.22,Diversas,Outros,18.0,0.0,0.0,202.7,1.0,20.0,37.0%
bom pagador,56206.0,282122.72000000003,Diversas,Geral,7.0,0.0,0.0,115.7,0.0,19.0,22.1%
bom pagador,64370.0,297970.3,Diversas,Professional,1.5,1.0,0.0,120.6,0.0,20.0,33.7%
bom pagador,69394.0,320766.7,Reforma,Gerente,13.5,0.0,0.0,166.6,0.0,30.0,35.3%
mau pagador,38622.0,317768.0,Reforma,Outros,0.4,0.0,0.0,147.3,1.0,19.0,
bom pagador,16642.0,204448.54,Reforma,Comissionado,4.25,1.0,0.0,176.9,1.0,23.0,40.4%
bom pagador,129054.0,610730.0,Diversas,Gerente,,1.0,0.0,199.1,0.0,24.0,32.5%
bom pagador,185888.0,234771.52000000002,Diversas,Outros,5.75,0.0,0.0,104.9,0.0,19.0,29.3%
bom pagador,57148.0,67541.40000000001,Diversas,Outros,,0.0,0.0,68.6,2.0,19.0,
mau pagador,31400.0,318710.0,Diversas,Professional,10.75,0.0,0.0,108.2,0.0,36.0,
bom pagador,54322.0,154174.0,Diversas,Professional,4.0,0.0,0.0,265.8,0.0,35.0,38.6%
bom pagador,52438.0,338865.66000000003,Reforma,Professional,10.5,0.0,0.0,263.0,0.0,11.0,37.8%
bom pagador,94200.0,238640.0,Diversas,Outros,,,,290.0,0.0,16.0,
bom pagador,26690.0,275984.02,Diversas,Outros,1.5,0.0,0.0,124.8,1.0,10.0,36.8%
bom pagador,57148.0,177906.12,Diversas,Outros,15.25,0.0,0.0,127.8,1.0,18.0,36.9%
bom pagador,59660.0,206097.04,Diversas,Outros,7.75,0.0,0.0,93.6,3.0,14.0,43.2%
mau pagador,47100.0,408200.0,Diversas,Gerente,18.0,0.0,5.0,125.6,11.0,19.0,
bom pagador,26376.0,172700.0,Diversas,Geral,1.0,0.0,0.0,172.0,1.0,19.0,
mau pagador,22608.0,240910.22,Reforma,Outros,10.5,0.0,0.0,71.6,0.0,11.0,40.3%
bom pagador,60602.0,366836.78,Diversas,Professional,6.5,0.0,0.0,165.2,1.0,20.0,18.2%
bom pagador,53694.0,233801.26,Reforma,Outros,,0.0,0.0,251.6,0.0,49.0,46.6%
bom pagador,79756.0,337305.08,Diversas,Gerente,9.75,1.0,0.0,308.4,2.0,29.0,34.7%
bom pagador,19782.0,220085.74000000002,Diversas,Professional,9.25,0.0,4.0,155.6,1.0,32.0,19.7%
bom pagador,47728.0,159800.88,Diversas,Professional,1.75,0.0,0.0,277.2,1.0,34.0,39.4%
mau pagador,32970.0,209758.28,Diversas,Outros,2.75,0.0,0.0,97.5,10.0,21.0,46.5%
bom pagador,32028.0,308203.56,Diversas,Outros,16.75,,,154.8,3.0,15.0,23.1%
bom pagador,28574.0,166250.44,Reforma,Gerente,20.5,1.0,1.0,229.5,1.0,18.0,35.2%
bom pagador,106760.0,325187.82,Diversas,Geral,3.0,0.0,0.0,175.6,2.0,26.0,37.9%
bom pagador,59660.0,289818.86,Diversas,Geral,0.75,0.0,0.0,62.6,0.0,21.0,32.8%
bom pagador,31400.0,238797.0,Reforma,Outros,3.75,0.0,2.0,188.2,0.0,13.0,
bom pagador,39878.0,309089.04000000004,Reforma,Professional,7.25,0.0,1.0,149.3,0.0,33.0,33.5%
mau pagador,66882.0,451519.44,Diversas,Outros,9.5,2.0,0.0,137.4,3.0,20.0,45.4%
bom pagador,52752.0,260437.88,Diversas,Outros,1.5,0.0,0.0,321.7,3.0,16.0,42.8%
bom pagador,16014.0,304780.96,Diversas,Outros,0.5,0.0,0.0,123.3,2.0,9.0,37.4%
mau pagador,21352.0,86067.40000000001,Reforma,Gerente,6.0,1.0,0.0,3.4,1.0,5.0,
bom pagador,29830.0,110685.0,Reforma,Gerente,16.75,0.0,0.0,62.4,1.0,10.0,
bom pagador,36424.0,340737.10000000003,Diversas,Outros,11.5,0.0,0.0,208.1,3.0,16.0,38.1%
bom pagador,25748.0,157191.54,Reforma,Outros,10.75,0.0,0.0,298.0,1.0,13.0,34.6%
bom pagador,26690.0,197681.84,Reforma,Geral,20.75,0.0,0.0,318.4,1.0,13.0,42.1%
mau pagador,71906.0,298300.0,Reforma,Gerente,4.65,0.0,2.0,123.9,0.0,34.0,
bom pagador,47100.0,361100.0,Diversas,Professional,1.75,0.0,0.0,131.2,0.0,30.0,
bom pagador,35482.0,217014.82,Diversas,Professional,22.5,0.0,2.0,404.8,0.0,12.0,20.2%
bom pagador,25748.0,241805.12,Diversas,Professional,8.75,0.0,0.0,51.1,1.0,22.0,38.8%
bom pagador,144754.0,270454.48000000004,Reforma,Geral,10.0,0.0,0.0,304.4,0.0,13.0,31.9%
bom pagador,34854.0,211720.78,Reforma,Outros,8.0,0.0,0.0,141.4,0.0,16.0,37.9%
bom pagador,63742.0,172784.78,Diversas,Outros,,0.0,0.0,226.1,0.0,13.0,41.3%
mau pagador,41448.0,255677.64,Diversas,Outros,4.0,,1.0,104.1,3.0,29.0,37.9%
bom pagador,33598.0,579499.56,Diversas,Outros,8.5,0.0,0.0,226.9,0.0,19.0,33.1%
bom pagador,41448.0,436362.66000000003,Diversas,Professional,16.0,,1.0,180.4,0.0,34.0,28.0%
bom pagador,104248.0,552222.38,Diversas,Professional,17.75,0.0,0.0,114.7,0.0,16.0,29.5%
mau pagador,81326.0,230001.86000000002,Diversas,Outros,2.0,0.0,0.0,110.7,3.0,23.0,29.8%
bom pagador,70022.0,451130.08,Diversas,Professional,21.5,0.0,0.0,178.4,0.0,24.0,40.5%
bom pagador,71906.0,362214.7,Diversas,Gerente,24.25,,0.0,311.1,1.0,43.0,38.8%
bom pagador,40820.0,345600.96,Diversas,Outros,6.5,0.0,0.0,87.4,1.0,13.0,34.0%
bom pagador,42704.0,255140.7,Diversas,Geral,10.25,0.0,0.0,257.6,4.0,36.0,40.6%
mau pagador,42390.0,270036.86,Diversas,Outros,0.25,6.0,4.0,229.5,8.0,38.0,
mau pagador,39564.0,178980.0,Diversas,Outros,5.75,1.0,0.0,100.2,12.0,18.0,
bom pagador,89176.0,398293.3,Diversas,Outros,1.0,0.0,0.0,191.4,1.0,25.0,44.9%
bom pagador,31086.0,340284.94,Diversas,Geral,1.25,0.0,0.0,248.0,0.0,35.0,17.3%
bom pagador,38308.0,203271.04,Diversas,Outros,9.25,0.0,0.0,250.8,0.0,18.0,30.6%
mau pagador,30458.0,229220.0,Diversas,Outros,2.75,0.0,1.0,209.3,2.0,27.0,
bom pagador,29516.0,317950.12,Diversas,Gerente,2.25,0.0,0.0,66.9,1.0,23.0,38.1%
bom pagador,44274.0,167427.94,Reforma,Outros,8.5,0.0,0.0,112.4,1.0,10.0,19.2%
bom pagador,80698.0,761770.28,Diversas,Outros,8.25,0.0,0.0,105.3,2.0,25.0,41.3%
bom pagador,87606.0,322619.3,Diversas,Professional,9.75,0.0,0.0,299.8,1.0,33.0,37.3%
bom pagador,38308.0,229128.94,Diversas,Outros,2.25,0.0,0.0,168.1,1.0,16.0,35.7%
mau pagador,63742.0,289376.12,Diversas,Professional,9.0,3.0,1.0,177.7,2.0,66.0,39.5%
bom pagador,28260.0,321127.8,Diversas,Outros,10.5,0.0,0.0,214.4,0.0,20.0,
bom pagador,55892.0,269612.96,Diversas,Outros,2.25,0.0,0.0,304.9,3.0,15.0,40.2%
bom pagador,43018.0,377993.2,Diversas,Professional,13.5,0.0,0.0,184.1,1.0,17.0,34.3%
bom pagador,53380.0,232360.0,Diversas,Outros,17.0,1.0,0.0,207.7,1.0,22.0,
bom pagador,55892.0,250104.14,Diversas,Professional,4.0,0.0,0.0,248.5,3.0,34.0,34.5%
bom pagador,31714.0,280185.34,Reforma,Outros,16.75,1.0,0.0,177.9,0.0,27.0,27.9%
bom pagador,71278.0,515584.86000000004,Diversas,Professional,7.0,0.0,0.0,178.4,0.0,36.0,19.2%
bom pagador,21352.0,227053.40000000002,Reforma,Geral,1.25,0.0,0.0,50.2,0.0,3.0,40.8%
bom pagador,70964.0,221002.62,Diversas,Geral,5.75,0.0,0.0,181.7,1.0,27.0,34.1%
mau pagador,78500.0,376800.0,Diversas,Gerente,6.25,2.0,1.0,108.5,9.0,16.0,
mau pagador,62800.0,363455.0,Reforma,Outros,,0.0,2.0,134.2,0.0,10.0,
bom pagador,49926.0,289730.94,Diversas,Outros,1.25,1.0,2.0,114.8,2.0,25.0,33.9%
mau pagador,17270.0,40732.08,Reforma,Outros,1.0,0.0,1.0,84.0,0.0,2.0,37.0%
bom pagador,67824.0,330538.38,Reforma,Geral,13.25,0.0,0.0,148.6,0.0,14.0,39.1%
mau pagador,40506.0,450379.62,Diversas,Gerente,6.0,0.0,0.0,229.1,0.0,34.0,46.6%
mau pagador,90118.0,187900.74000000002,Diversas,Geral,1.25,0.0,1.0,203.2,0.0,11.0,35.7%
mau pagador,18840.0,95770.0,Reforma,Outros,5.0,0.0,1.0,117.2,7.0,33.0,
mau pagador,27632.0,213520.0,Diversas,Outros,19.75,0.0,0.0,110.3,0.0,16.0,
mau pagador,31086.0,237666.6,Reforma,Geral,6.0,0.0,2.0,291.1,1.0,19.0,31.8%
bom pagador,59346.0,369345.64,Diversas,Outros,21.0,0.0,0.0,282.5,0.0,16.0,23.7%
bom pagador,30458.0,368387.94,Diversas,Outros,19.75,0.0,2.0,197.3,2.0,15.0,35.0%
bom pagador,33598.0,202162.62,Diversas,Outros,0.5,1.0,0.0,187.7,2.0,12.0,30.0%
bom pagador,49612.0,452794.28,Diversas,Outros,1.25,0.0,0.0,287.4,4.0,45.0,41.5%
bom pagador,63428.0,548510.9,Diversas,Professional,6.5,,,185.4,5.0,43.0,
bom pagador,149150.0,479757.46,Diversas,Outros,16.0,0.0,0.0,231.5,6.0,18.0,37.0%
bom pagador,72220.0,319495.0,Reforma,Outros,5.5,0.0,0.0,216.0,0.0,13.0,27.0%
bom pagador,73790.0,733513.42,Diversas,Professional,3.5,0.0,0.0,287.6,0.0,26.0,41.9%
mau pagador,89804.0,524872.98,Diversas,Professional,19.5,0.0,2.0,240.8,0.0,25.0,31.0%
bom pagador,78814.0,350323.52,Diversas,Gerente,7.5,0.0,0.0,289.3,2.0,29.0,30.6%
bom pagador,37994.0,209984.36000000002,Reforma,Outros,30.5,0.0,3.0,173.1,0.0,23.0,35.9%
bom pagador,93886.0,571985.54,Diversas,Professional,0.75,0.0,0.0,237.0,2.0,18.0,39.7%
bom pagador,78500.0,392500.0,Diversas,Geral,11.75,0.0,1.0,153.9,0.0,30.0,
bom pagador,73790.0,191194.6,Diversas,Outros,2.5,0.0,0.0,111.7,0.0,17.0,19.3%
mau pagador,46786.0,223746.98,Diversas,Geral,3.75,3.0,2.0,207.7,1.0,51.0,41.8%
mau pagador,88234.0,351680.0,Diversas,Professional,20.0,4.0,1.0,122.7,1.0,58.0,
bom pagador,151348.0,499822.06,Diversas,Outros,16.0,0.0,0.0,217.4,8.0,19.0,39.1%
bom pagador,9420.0,177096.0,Reforma,Geral,21.25,0.0,0.0,203.6,0.0,20.0,
mau pagador,84152.0,533963.28,Diversas,Professional,10.25,0.0,0.0,202.3,1.0,28.0,78.4%
bom pagador,37366.0,254223.82,Reforma,Professional,21.75,0.0,0.0,242.4,0.0,10.0,22.5%
bom pagador,28574.0,263829.08,Reforma,Outros,18.5,0.0,0.0,208.1,1.0,17.0,34.4%
mau pagador,147580.0,841520.0,Diversas,Gerente,15.75,0.0,0.0,166.6,2.0,20.0,
bom pagador,31086.0,138593.32,Reforma,Gerente,14.25,0.0,0.0,63.2,1.0,9.0,33.7%
bom pagador,55264.0,360855.08,Diversas,Outros,13.25,0.0,0.0,154.3,1.0,7.0,36.8%
bom pagador,56206.0,449343.42000000004,Diversas,Geral,5.75,,,128.0,2.0,16.0,30.8%
bom pagador,47100.0,249105.62,Reforma,Outros,,0.0,0.0,258.7,1.0,50.0,44.6%
bom pagador,55892.0,282421.02,Diversas,Geral,29.25,0.0,0.0,211.1,0.0,20.0,30.8%
bom pagador,58404.0,199832.74000000002,Reforma,Outros,23.0,0.0,0.0,246.4,0.0,13.0,26.2%
mau pagador,119320.0,502400.0,Diversas,Outros,24.0,0.0,6.0,243.0,0.0,32.0,
bom pagador,41762.0,392160.88,Reforma,Gerente,3.5,0.0,3.0,180.4,0.0,25.0,41.1%
mau pagador,125600.0,2669000.0,Reforma,Outros,17.25,0.0,0.0,188.2,1.0,22.0,
bom pagador,36738.0,370290.78,Diversas,Professional,14.0,0.0,0.0,179.1,1.0,17.0,34.5%
bom pagador,12560.0,354110.36,Reforma,Geral,1.0,0.0,0.0,97.1,0.0,13.0,28.4%
mau pagador,147580.0,739470.0,Diversas,Geral,17.5,0.0,1.0,183.0,3.0,49.0,
bom pagador,53380.0,444994.52,Diversas,Geral,2.75,,,130.3,3.0,15.0,30.2%
bom pagador,54322.0,224877.38,Diversas,Geral,0.0,0.0,0.0,196.9,0.0,26.0,30.5%
bom pagador,46158.0,388041.2,Reforma,Professional,9.0,0.0,0.0,168.4,3.0,29.0,30.3%
bom pagador,71278.0,422810.42000000004,Diversas,Professional,,0.0,0.0,221.5,1.0,20.0,26.3%
bom pagador,75674.0,506689.24000000005,Diversas,Gerente,14.75,0.0,0.0,197.1,0.0,24.0,33.5%
bom pagador,44588.0,99446.94,Diversas,Outros,13.5,,,84.2,2.0,8.0,32.2%
bom pagador,78186.0,450539.76,Reforma,Professional,6.25,0.0,0.0,161.0,0.0,31.0,33.1%
bom pagador,131880.0,213667.58000000002,Diversas,Outros,21.75,0.0,0.0,212.9,1.0,31.0,41.9%
bom pagador,40506.0,383638.92000000004,Diversas,Geral,10.75,0.0,0.0,224.9,0.0,12.0,43.4%
bom pagador,43960.0,215787.08000000002,Diversas,Outros,8.0,0.0,1.0,138.3,2.0,50.0,31.4%
mau pagador,92316.0,270040.0,Diversas,Outros,5.0,1.0,0.0,55.1,2.0,19.0,
bom pagador,39564.0,243594.92,Diversas,Professional,19.5,0.0,0.0,210.8,0.0,15.0,23.9%
bom pagador,38936.0,306300.72000000003,Reforma,Professional,1.25,0.0,0.0,75.7,1.0,19.0,37.5%
bom pagador,59346.0,186035.58000000002,Diversas,Outros,15.0,0.0,0.0,91.4,0.0,17.0,42.0%
bom pagador,54950.0,358826.64,Diversas,Outros,13.25,0.0,0.0,119.2,2.0,8.0,35.3%
bom pagador,86664.0,288613.10000000003,Diversas,Outros,16.25,0.0,0.0,101.9,0.0,17.0,33.5%
bom pagador,64056.0,308495.58,Diversas,Geral,3.5,0.0,0.0,151.1,0.0,22.0,35.3%
mau pagador,49926.0,327188.0,Diversas,Professional,15.75,0.0,3.0,186.3,0.0,36.0,
